data_amount,para_amount,log_data_amount,log_para_amount,log_bs,width,data,bs,test_acc,train_acc,generalization_gap,test_loss,train_loss,CKA,hessian_e,hessian_t,mode_connectivity,mode_connectivity_peak,test_error,train_error,rfi_width,rfi_data,rfi_inc_temp,rfi_dec_temp,bs_failure,width_vs_batch,data_vs_batch
45000,11420,10.714417768752456,9.343121483210002,3.4657359027997265,2,9,32,60.36800000000001,57.108000000000004,-3.260000000000005,1.1576834037780763,1.3495266399214003,0.44380873441696167,4.4817042297238725,5.666212120484757,5.702222222222218,-39.06,39.63199999999999,42.891999999999996,14.917999999999992,0.0,0.0,2.0459999999999923,large,width,batch
40000,11420,10.596634733096073,9.343121483210002,3.4657359027997265,2,8,32,58.062,55.0985,-2.9634999999999962,1.2275592803382875,1.4002300115585327,0.3331419825553894,4.619817650474231,5.735496259433659,5.7425,-39.25,41.938,44.9015,17.08,2.3060000000000116,0.14000000000000057,2.6740000000000066,large,width,batch
35000,11420,10.46310334047155,9.343121483210002,3.4657359027997265,2,7,32,56.044000000000004,53.577714285714286,-2.4662857142857177,1.3006488904762268,1.460550006239755,0.31194570660591125,4.522126643053966,5.675786806390427,6.114285714285721,-39.39714285714286,43.955999999999996,46.422285714285714,17.32200000000001,4.324000000000005,2.264000000000003,4.378,large,width,batch
30000,11420,10.308952660644293,9.343121483210002,3.4657359027997265,2,6,32,59.508,57.58533333333334,-1.9226666666666645,1.1862842742919923,1.3328978112920125,0.41326791048049927,4.233874090656648,5.499546249457898,-6.583333333333336,-44.43,40.492,42.41466666666666,11.515999999999998,0.8600000000000065,0.0,0.7539999999999978,large,width,data
25000,11420,10.126631103850338,9.343121483210002,3.4657359027997265,2,5,32,57.326,56.3704,-0.955600000000004,1.247280319252014,1.3675923117370605,0.35798969864845276,4.421511627407009,5.546678642119439,7.3160000000000025,-45.344,42.674,43.6296,9.88999999999998,3.0420000000000087,0.7479999999999976,2.936,large,width,data
20000,11420,9.903487552536127,9.343121483210002,3.4657359027997265,2,4,32,56.34599999999999,56.448,0.10200000000001097,1.2865465642166138,1.3605696116256714,0.3547186255455017,4.373560704749036,5.615173205122272,-10.027500000000003,-48.895,43.65400000000001,43.552,8.40400000000001,4.02200000000002,0.0,1.6520000000000152,large,width,data
15000,11420,9.615805480084347,9.343121483210002,3.4657359027997265,2,3,32,55.076,58.492000000000004,3.416000000000004,1.2950305792236327,1.2714422464116413,0.3259974420070648,4.1915975861479495,5.570545045919392,-9.646666666666668,-45.373333333333335,44.924,41.507999999999996,5.128000000000007,5.292000000000009,0.0,0.0,optimal,width,data
10000,11420,9.210340371976184,9.343121483210002,3.4657359027997265,2,2,32,50.49,60.577999999999996,10.087999999999994,1.4528813158035279,1.1823128030776977,0.24465417861938477,4.034061189495756,5.519912135887222,-21.895000000000003,-55.6,49.51,39.422000000000004,4.837999999999994,9.878000000000007,1.568000000000005,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,3.4657359027997265,2,1,32,37.86600000000001,71.56000000000002,33.69400000000001,2.2914103170776365,0.8247694487380981,0.10379599034786224,3.8056848731157014,5.905602689668307,-43.709999999999994,-64.03999999999999,62.13399999999999,28.439999999999984,19.69399999999998,22.502000000000002,3.397999999999996,0.0,small,width,data
50000,11420,10.819778284410283,9.343121483210002,3.784189633918261,2,10,44,57.842000000000006,54.815200000000004,-3.0268000000000015,1.2445666357040404,1.426892316062927,0.40173378586769104,4.66053245070311,5.784947925113823,-7.748000000000005,-46.048,42.157999999999994,45.184799999999996,17.808,0.0,1.3859999999999886,4.191999999999986,large,width,batch
45000,11420,10.714417768752456,9.343121483210002,3.784189633918261,2,9,44,57.922000000000004,53.77111111111111,-4.150888888888893,1.2546208963394165,1.44594289475335,0.33573615550994873,4.821538014023459,5.952927430822655,6.713333333333338,-41.24,42.077999999999996,46.22888888888889,16.70799999999999,0.0,2.446000000000005,4.491999999999997,large,width,batch
40000,11420,10.596634733096073,9.343121483210002,3.784189633918261,2,8,44,60.736000000000004,58.1955,-2.5405000000000015,1.1566997051239014,1.3122353715133666,0.3589993119239807,4.786367835678169,5.916273476201847,5.256249999999994,-42.0175,39.263999999999996,41.8045,12.021999999999991,0.0,0.0,0.0,optimal,width,optimal
35000,11420,10.46310334047155,9.343121483210002,3.784189633918261,2,7,44,58.074,56.00628571428571,-2.0677142857142883,1.235953421859741,1.3774525799015591,0.3295495808124542,4.642000160488809,5.863312258822922,-5.280000000000001,-41.6,41.926,43.99371428571429,12.818000000000012,2.662000000000006,0.23400000000000887,2.348000000000006,large,width,data
30000,11420,10.308952660644293,9.343121483210002,3.784189633918261,2,6,44,57.967999999999996,57.138666666666666,-0.8293333333333308,1.2302248625946046,1.346158350791931,0.38807862997055054,4.800377595617944,5.996544471228315,-5.586666666666659,-41.64333333333333,42.032000000000004,42.861333333333334,11.120000000000012,2.768000000000008,1.5400000000000063,2.294000000000004,large,width,data
25000,11420,10.126631103850338,9.343121483210002,3.784189633918261,2,5,44,60.262,60.1448,-0.11720000000000397,1.1654458023834229,1.2590271876106263,0.4027392864227295,4.510312304089165,5.846460398693928,6.128,-42.732,39.738,39.8552,4.675999999999988,0.47400000000000375,0.0,0.0,optimal,width,data
20000,11420,9.903487552536127,9.343121483210002,3.784189633918261,2,4,44,57.998000000000005,59.185,1.1869999999999976,1.2361070527458191,1.2694361840438844,0.31356602907180786,4.387730921029848,5.812729821628167,-7.627500000000005,-43.85,42.001999999999995,40.815,4.0,2.7379999999999995,0.0,0.0,optimal,width,data
15000,11420,9.615805480084347,9.343121483210002,3.784189633918261,2,3,44,52.21600000000001,57.94666666666667,5.730666666666664,1.4037449914741518,1.2826262042744954,0.24296633899211884,4.224419331665004,5.8542406262750655,-20.200000000000003,-53.8,47.78399999999999,42.05333333333333,7.721999999999994,8.519999999999996,2.8599999999999923,1.9779999999999944,small,width,data
10000,11420,9.210340371976184,9.343121483210002,3.784189633918261,2,2,44,49.38,65.66199999999999,16.28199999999999,1.5171112695693967,1.0310177587890625,0.2979351580142975,4.014279399504853,5.686838112838899,-28.54,-57.89,50.62,34.33800000000001,14.054000000000002,11.356000000000002,2.6780000000000044,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,3.784189633918261,2,1,44,37.848,79.244,41.396,2.5559253213882447,0.5934689492988586,0.1297740787267685,3.867069930503629,6.1230121790762375,-47.760000000000005,-65.84,62.152,20.756,18.176000000000002,22.888000000000005,3.416000000000004,0.0,small,width,data
50000,11420,10.819778284410283,9.343121483210002,4.1588830833596715,2,10,64,60.672000000000004,58.0432,-2.6288000000000054,1.1507790465545655,1.3186154125289917,0.42736563086509705,4.7725978874182085,6.16286038189178,-10.537999999999997,-47.328,39.327999999999996,41.9568,13.391999999999989,0.0,0.0,1.3619999999999877,large,width,batch
45000,11420,10.714417768752456,9.343121483210002,4.1588830833596715,2,9,64,58.59400000000001,56.04177777777778,-2.552222222222227,1.2658901190567016,1.4386407317521837,0.25573545694351196,5.1565520072346835,6.18368370864193,4.648888888888884,-37.28888888888889,41.40599999999999,43.95822222222222,14.269999999999996,2.077999999999996,1.774000000000001,3.819999999999993,large,width,batch
40000,11420,10.596634733096073,9.343121483210002,4.1588830833596715,2,8,64,58.458000000000006,56.657,-1.801000000000009,1.2110118936347962,1.3586430437850952,0.30398115515708923,5.30798253645304,6.324959367888474,-5.431249999999999,-41.3175,41.541999999999994,43.343,13.459999999999987,2.2139999999999986,2.2779999999999987,1.853999999999992,small,width,batch
35000,11420,10.46310334047155,9.343121483210002,4.1588830833596715,2,7,64,60.08399999999999,59.30914285714285,-0.7748571428571367,1.1711135680007936,1.2896627949687411,0.4268515706062317,4.661006117083743,6.060603729763058,-8.96857142857143,-43.86571428571428,39.91600000000001,40.69085714285715,9.058000000000021,0.5880000000000152,0.0,0.3380000000000152,large,width,data
30000,11420,10.308952660644293,9.343121483210002,4.1588830833596715,2,6,64,59.352,59.31,-0.041999999999994486,1.1922263766288757,1.2816753623708088,0.37941864132881165,4.63318657273674,6.121124165719474,-7.006666666666661,-42.406666666666666,40.648,40.69,7.7660000000000124,1.3200000000000074,0.1560000000000059,0.9100000000000037,large,width,data
25000,11420,10.126631103850338,9.343121483210002,4.1588830833596715,2,5,64,59.260000000000005,60.35920000000001,1.0992000000000033,1.1958215879821776,1.245422642715454,0.32084789872169495,4.709573749772869,6.1601347932767405,-10.448,-44.328,40.739999999999995,39.64079999999999,5.47999999999999,1.411999999999999,1.0019999999999953,0.0,small,width,data
20000,11420,9.903487552536127,9.343121483210002,4.1588830833596715,2,4,64,57.80800000000001,62.052,4.243999999999993,1.226073769493103,1.1817136634635925,0.3813334107398987,4.774490840430436,6.210502658684138,-13.949999999999996,-46.485,42.19199999999999,37.948,5.515999999999991,2.863999999999997,0.18999999999999773,0.0,small,width,data
15000,11420,9.615805480084347,9.343121483210002,4.1588830833596715,2,3,64,54.194,63.78666666666667,9.592666666666666,1.3539807680130007,1.1092528583335877,0.32629597187042236,4.371533069576193,6.028943241762733,-19.57333333333333,-52.18,45.806,36.21333333333333,15.10799999999999,6.4780000000000015,0.8819999999999979,0.0,small,width,data
10000,11420,9.210340371976184,9.343121483210002,4.1588830833596715,2,2,64,46.626,66.354,19.728,1.7240244052505491,1.0029271406173708,0.1948963701725006,4.62834241880109,6.331669836476899,-35.105000000000004,-60.18,53.374,33.646,18.31000000000001,14.046000000000006,5.432000000000009,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,4.1588830833596715,2,1,64,35.19799999999999,81.32,46.122,3.005518306961059,0.533157885723114,0.09615407884120941,4.118916027575909,6.37235758923595,-49.06,-60.66,64.802,18.680000000000007,21.63600000000001,25.47400000000001,6.06600000000001,0.0,small,width,data
50000,11420,10.819778284410283,9.343121483210002,4.5217885770490405,2,10,92,59.698,57.79760000000001,-1.9003999999999905,1.1819817545700073,1.334068711845398,0.36454063653945923,5.228070125577883,6.5194343603647,-9.154999999999994,-42.742,40.302,42.20239999999999,12.399999999999999,0.0,0.9740000000000038,2.3359999999999914,large,width,batch
45000,11420,10.714417768752456,9.343121483210002,4.5217885770490405,2,9,92,60.036,61.90977777777778,1.873777777777775,1.195955885772705,1.2171188002268472,0.4082545340061188,4.9249043691724745,6.266000004491146,-7.208888888888893,-41.422222222222224,39.964,38.09022222222222,11.09599999999999,0.0,0.33200000000000784,2.378,large,width,batch
40000,11420,10.596634733096073,9.343121483210002,4.5217885770490405,2,8,92,56.908,55.799,-1.1090000000000018,1.270565681552887,1.3860451190567016,0.30427905917167664,5.243779953001495,6.445009748685539,-9.198750000000004,-42.5125,43.092,44.201,11.354,3.128,3.828000000000003,3.4039999999999964,small,width,batch
35000,11420,10.46310334047155,9.343121483210002,4.5217885770490405,2,7,92,60.422000000000004,60.09314285714286,-0.32885714285714585,1.1626587581062318,1.2665179339381627,0.3545263111591339,5.210227413497602,6.590242646944186,-7.842857142857142,-42.037142857142854,39.577999999999996,39.90685714285714,7.777999999999999,0.0,0.0,0.0,optimal,width,optimal
30000,11420,10.308952660644293,9.343121483210002,4.5217885770490405,2,6,92,60.152,61.41866666666666,1.2666666666666586,1.1706472853279113,1.2233253932698567,0.35401982069015503,5.0141647941603695,6.567473366203208,-7.608333333333334,-40.64666666666667,39.848,38.58133333333334,6.996000000000009,0.2700000000000031,0.0,0.10999999999999943,large,width,data
25000,11420,10.126631103850338,9.343121483210002,4.5217885770490405,2,5,92,58.239999999999995,62.01520000000001,3.7752000000000123,1.2185153735923768,1.1912478319854736,0.38408955931663513,4.869368505509909,6.313148326034466,-16.020000000000003,-48.564,41.760000000000005,37.98479999999999,16.426000000000002,2.1820000000000093,2.0220000000000056,0.0,small,width,data
20000,11420,9.903487552536127,9.343121483210002,4.5217885770490405,2,4,92,56.684000000000005,63.59000000000001,6.906000000000006,1.2711243103790282,1.1391492947387696,0.2956804037094116,4.926191496514053,6.511101743124469,-16.664999999999992,-48.175,43.315999999999995,36.40999999999999,15.719999999999992,3.7379999999999995,1.314,0.0,small,width,data
15000,11420,9.615805480084347,9.343121483210002,4.5217885770490405,2,3,92,50.785999999999994,63.474666666666664,12.68866666666667,1.5030341379165648,1.0997489675712586,0.23173539340496063,4.780407945144231,6.464480507205023,-21.443333333333335,-52.306666666666665,49.214000000000006,36.525333333333336,18.150000000000013,9.63600000000001,4.290000000000006,0.0,small,width,data
10000,11420,9.210340371976184,9.343121483210002,4.5217885770490405,2,2,92,45.174,70.95,25.776000000000003,1.863611993217468,0.8533261361122133,0.15867477655410767,4.649567913736723,6.5738210002452515,-34.685,-58.56,54.826,29.049999999999997,18.633999999999993,15.248000000000005,6.8840000000000074,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,4.5217885770490405,2,1,92,34.774,81.12800000000001,46.35400000000001,3.324747097206115,0.5454550001955032,0.0894673690199852,4.7082756921500035,6.786688593450532,-61.31,-70.36,65.226,18.871999999999986,20.188000000000002,25.648000000000003,6.490000000000002,0.0,small,width,data
50000,11420,10.819778284410283,9.343121483210002,4.852030263919617,2,10,128,62.03399999999999,60.54600000000001,-1.4879999999999853,1.1234142744636535,1.2559075737228393,0.36538010835647583,5.24113523308797,6.553082433119155,-9.173000000000002,-43.088,37.96600000000001,39.45399999999999,9.192000000000007,0.0,0.0,0.0,optimal,width,optimal
45000,11420,10.714417768752456,9.343121483210002,4.852030263919617,2,9,128,62.414,61.15822222222222,-1.25577777777778,1.1088810508918763,1.2318600142161054,0.36863797903060913,5.414396952917709,6.722391177105155,-8.488888888888894,-41.81777777777778,37.586,38.84177777777778,7.808000000000007,0.0,0.0,0.0,optimal,width,optimal
40000,11420,10.596634733096073,9.343121483210002,4.852030263919617,2,8,128,60.098,59.671499999999995,-0.4265000000000043,1.1888168855476378,1.2891219073486329,0.29862645268440247,5.523809902441991,6.786366307431357,-9.944999999999993,-42.8375,39.902,40.328500000000005,12.273999999999987,2.3160000000000025,0.6380000000000052,0.21399999999999864,small,width,data
35000,11420,10.46310334047155,9.343121483210002,4.852030263919617,2,7,128,59.396,60.02742857142857,0.6314285714285717,1.1932629963684083,1.2521617041124617,0.31234505772590637,5.5464022966685596,6.791935782858538,-9.382857142857148,-42.89714285714286,40.604,39.97257142857143,19.153999999999996,3.0180000000000007,1.0260000000000034,0.2880000000000038,small,width,data
30000,11420,10.308952660644293,9.343121483210002,4.852030263919617,2,6,128,60.262,62.51266666666667,2.2506666666666675,1.1643078305816652,1.1740618342717488,0.35215991735458374,5.212988367068817,6.665370113946461,-17.01166666666667,-48.27333333333333,39.738,37.48733333333333,15.948000000000008,2.152000000000001,0.0,0.0,optimal,width,data
25000,11420,10.126631103850338,9.343121483210002,4.852030263919617,2,5,128,55.90599999999999,60.1576,4.2516000000000105,1.3091091174125673,1.2424724274597168,0.2552796006202698,5.06510499334064,6.637055222469944,-18.245999999999995,-50.076,44.09400000000001,39.8424,19.578000000000017,6.50800000000001,4.356000000000009,0.0,small,width,data
20000,11420,9.903487552536127,9.343121483210002,4.852030263919617,2,4,128,51.66600000000001,59.772000000000006,8.105999999999995,1.4760065031051635,1.2471311187553407,0.27637362480163574,5.1418231810346935,6.698456801340433,-22.317499999999995,-53.565,48.33399999999999,40.227999999999994,21.037999999999997,10.74799999999999,6.331999999999994,0.3059999999999903,small,width,data
15000,11420,9.615805480084347,9.343121483210002,4.852030263919617,2,3,128,49.55,65.49600000000001,15.946000000000012,1.5882442133712769,1.0364125402005513,0.21938326954841614,4.841486903832434,6.686045994193878,-25.41666666666667,-53.373333333333335,50.45,34.50399999999999,19.285999999999987,12.864000000000004,5.526000000000003,0.0,small,width,data
10000,11420,9.210340371976184,9.343121483210002,4.852030263919617,2,2,128,42.226,71.41,29.183999999999997,2.1712400700759886,0.8269743678283692,0.13132768869400024,4.814376140711256,6.810421226391908,-41.805,-61.96,57.774,28.590000000000003,21.013999999999996,20.188000000000002,9.832000000000008,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,4.852030263919617,2,1,128,34.452,90.128,55.676,3.5931314198303226,0.286978217227459,0.08530939370393753,4.438702195795547,6.792196468221089,-63.26,-68.78,65.548,9.872,20.045999999999992,27.962000000000003,6.812000000000005,0.0,small,width,data
50000,11420,10.819778284410283,9.343121483210002,5.19295685089021,2,10,180,59.274,58.084399999999995,-1.1896000000000058,1.19834924533844,1.324154200454712,0.2797846794128418,5.585524197916833,6.920218095029934,-10.344000000000001,-42.406,40.726,41.915600000000005,21.701999999999984,0.0,2.759999999999991,1.7520000000000095,small,width,batch
45000,11420,10.714417768752456,9.343121483210002,5.19295685089021,2,9,180,61.504,61.31155555555556,-0.19244444444444042,1.1343951984786984,1.2306213375684951,0.3288974165916443,5.582850378089465,6.972693455848989,-9.886666666666663,-42.35777777777778,38.496,38.68844444444444,18.766000000000012,0.0,0.9100000000000037,0.0,small,width,batch
40000,11420,10.596634733096073,9.343121483210002,5.19295685089021,2,8,180,58.396,58.3375,-0.05850000000000222,1.2397717052459716,1.3113737885093688,0.3192259669303894,5.701145415056931,7.036241771486149,-10.666249999999998,-43.6125,41.604,41.6625,21.677999999999997,3.107999999999997,2.3400000000000034,1.9159999999999968,small,width,data
35000,11420,10.46310334047155,9.343121483210002,5.19295685089021,2,7,180,58.73199999999999,60.48285714285714,1.75085714285715,1.2175014979553223,1.2352596361432755,0.2647043764591217,5.407292712287948,6.8871067393291785,-13.307142857142857,-45.128571428571426,41.26800000000001,39.51714285714286,18.726000000000006,2.7720000000000056,1.690000000000012,0.9520000000000124,small,width,data
30000,11420,10.308952660644293,9.343121483210002,5.19295685089021,2,6,180,56.532000000000004,60.242000000000004,3.710000000000001,1.2948683839416504,1.2358144680595398,0.27385181188583374,5.585530964567228,6.882062662160706,-11.20666666666667,-42.84,43.467999999999996,39.757999999999996,19.615999999999993,4.971999999999994,3.729999999999997,0.0,small,width,data
25000,11420,10.126631103850338,9.343121483210002,5.19295685089021,2,5,180,55.548,62.91279999999999,7.364799999999988,1.3176344060134888,1.151393826648712,0.35480839014053345,5.5041007840086795,7.001506879972502,-17.668000000000006,-48.456,44.452,37.08720000000001,18.809999999999988,5.955999999999996,4.713999999999999,0.0,small,width,data
20000,11420,9.903487552536127,9.343121483210002,5.19295685089021,2,4,180,51.972,64.038,12.065999999999995,1.446522004623413,1.0902714548110963,0.21941892802715302,5.160641778478418,6.916608340972982,-23.185000000000002,-52.57,48.028,35.962,19.505999999999993,9.531999999999996,6.026000000000003,0.0,small,width,data
15000,11420,9.615805480084347,9.343121483210002,5.19295685089021,2,3,180,47.924,67.54666666666667,19.622666666666667,1.6762042459487916,0.9680045285987854,0.18358798325061798,4.960130241767198,7.012867220794771,-32.653333333333336,-59.28666666666667,52.076,32.45333333333333,19.705999999999996,13.579999999999998,7.152000000000001,0.0,small,width,data
10000,11420,9.210340371976184,9.343121483210002,5.19295685089021,2,2,180,41.046,71.058,30.012000000000008,2.427289322814942,0.8471831279468537,0.11308883130550385,5.369984106552775,7.3099666639867165,-40.489999999999995,-60.16,58.954,28.941999999999993,21.681999999999995,20.458,11.012000000000008,0.0,small,width,data
5000,11420,8.517193191416238,9.343121483210002,5.19295685089021,2,1,180,32.738,91.16,58.422,4.02366966255188,0.2574037530207634,0.0795987993478775,4.995621486642326,7.196717318886411,-60.19999999999999,-64.25999999999999,67.262,8.840000000000003,21.667999999999992,28.766,8.526000000000003,0.588000000000001,small,width,data
50000,11420,10.819778284410283,9.343121483210002,5.545177444479562,2,10,256,59.10999999999999,58.8096,-0.3003999999999891,1.1973413758087157,1.2886440299758912,0.31780192255973816,5.8378969542918355,7.18249120792223,-11.481000000000002,-43.81,40.89000000000001,41.1904,22.416000000000018,0.0,2.9239999999999995,1.9160000000000181,small,width,batch
45000,11420,10.714417768752456,9.343121483210002,5.545177444479562,2,9,256,59.657999999999994,60.26577777777777,0.6077777777777769,1.1937652536392211,1.25687750380622,0.2630268931388855,5.9544793642995115,7.254124332719922,-9.782222222222224,-41.41111111111111,40.342000000000006,39.73422222222223,20.20199999999999,0.0,2.7560000000000073,0.5280000000000058,small,width,batch
40000,11420,10.596634733096073,9.343121483210002,5.545177444479562,2,8,256,60.312,61.6355,1.3235000000000028,1.1794104106140137,1.2120241750335694,0.3031312823295593,5.86124135346056,7.159480818603418,-11.526249999999997,-43.285,39.688,38.3645,19.084000000000003,0.0,0.4240000000000066,0.0,small,width,batch
